title,unique_id,run_time,metascore,genres,month,year,description,director,stars,netflix_id
Coriolanus (2011),tt1372686,123,79,"Drama,Thriller,War",1,2012,A banished hero of Rome allies with a sworn enemy to take his revenge on the city.,Ralph Fiennes,"Ralph Fiennes,Gerard Butler,Brian Cox,Lubna Azabal",
Red Tails (2012),tt0485985,125,46,"Action,Adventure,Drama,History,War",1,2012,"A crew of African American pilots in the Tuskegee training program, having faced segregation while kept mostly on the ground during World War II, are called into duty under the guidance of Col. A.J. Bullard.",Anthony Hemingway,"Cuba Gooding Jr.,Gerald McRaney,David Oyelowo,Andre Royo",
Jin ling shi san chai (2011),tt1410063,146,46,"Drama,History,War",1,2012,"A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety.",Yimou Zhang,"Christian Bale,Ni Ni,Xinyi Zhang,Tianyuan Huang",
Miss Bala (2011),tt1911600,113,80,"Crime,Drama,Thriller",1,2012,"After entering a beauty contest in Tijuana, a young woman witnesses drug-related murders and is forced to do the gang's bidding.",Gerardo Naranjo,"Stephanie Sigman,Irene Azuela,Jose Yenque,James Russo",
Crazy Horse (2011),tt2043814,134,72,Documentary,1,2012,"A cinéma vérité look inside Paris' Crazy Horse, a club that boasts the greatest and most chic nude dancing in the world.",Frederick Wiseman,"Philippe Decouflé,Naamah Alva,Daizy Blu,Philippe Katerine",
The Front Line (2011),tt2007387,133,59,"Drama,History,War",1,2012,A drama centered on the Korean War's final battle that will determine the border between north and south.,Hun Jang,"Ha-kyun Shin,Soo Go,Seung-su Ryu,Chang-Seok Ko",
Carol Channing: Larger Than Life (2012),tt1737122,87,67,"Documentary,Biography,Comedy,Music",1,2012,A documentary on Broadway legend Carol Channing.,Dori Berinstein,"Carol Channing,Loni Anderson,Mary Jo Catlett,Marge Champion",
Ultrasuede: In Search of Halston (2010),tt1422786,85,34,Documentary,1,2012,"An exploration of the clothes, the glamour and the decadence of iconic fashion designer Halston.",Whitney Smith,"Halston,Patricia Altschul,Phillip Bloch,Thom Browne",
The Grey (2011),tt1601913,117,64,"Action,Adventure,Drama,Thriller",1,2012,"After their plane crashes in Alaska, six oil workers are led by a skilled huntsman to survival, but a pack of merciless wolves haunts their every step.",Joe Carnahan,"Liam Neeson,Dermot Mulroney,Frank Grillo,Dallas Roberts",
One for the Money (2012),tt1598828,91,22,"Action,Comedy,Crime,Romance,Thriller",1,2012,"Unemployed and newly-divorced Stephanie Plum lands a job at her cousin's bail-bond business, where her first assignment puts her on the trail of a wanted local cop from her romantic past.",Julie Anne Robinson,"Katherine Heigl,Jason O'Mara,Daniel Sunjata,John Leguizamo",
We Need to Talk About Kevin (2011),tt1242460,112,68,Drama,1,2012,"Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",Lynne Ramsay,"Tilda Swinton,John C. Reilly,Ezra Miller,Jasper Newell",
Albert Nobbs (2011),tt1602098,113,57,Drama,1,2012,"Albert Nobbs struggles to survive in late 19th century Ireland, where women aren't encouraged to be independent. Posing as a man, so she can work as a butler in Dublin's most posh hotel, Albert meets a handsome painter and looks to escape the lie she has been living.",Rodrigo García,"Glenn Close,Mia Wasikowska,Aaron Taylor-Johnson,Antonia Campbell-Hughes",
Man on a Ledge (2012),tt1568338,102,40,"Action,Crime,Thriller",1,2012,"As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.",Asger Leth,"Sam Worthington,Elizabeth Banks,Jamie Bell,Mandy Gonzalez",
La guerre est déclarée (2011),tt1931470,100,73,Drama,1,2012,"When their young son is diagnosed with a brain tumor, young parents Roméo and Juliette unite in the fight for his survival.",Valérie Donzelli,"Valérie Donzelli,Jérémie Elkaïm,César Desseix,Gabriel Elkaïm",
The Wicker Tree (2011),tt0323808,96,,"Drama,Horror",1,2012,"Charmed by the residents of Tressock, Scotland, two young missionaries accept the invitation to participate in a local festival, fully unaware of the consequences of their decision.",Robin Hardy,"Brittania Nicol,Henry Garrett,Graham McTavish,Jacqueline Leonard",
The Woman in Black (2012),tt1596365,95,62,"Drama,Horror,Thriller",2,2012,A young lawyer travels to a remote village where he discovers the vengeful ghost of a scorned woman is terrorizing the locals.,James Watkins,"Daniel Radcliffe,Janet McTeer,Ciarán Hinds,Emma Shorey",
Chronicle (2012),tt1706593,84,69,"Drama,Sci-Fi,Thriller",2,2012,"Whilst attending a party, three high school friends gain superpowers after making an incredible discovery underground. Soon, though, they find their lives spinning out of control and their bond tested as they embrace their darker sides.",Josh Trank,"Dane DeHaan,Alex Russell,Michael B. Jordan,Michael Kelly",
Big Miracle (2012),tt1430615,107,61,"Biography,Drama,Romance",2,2012,"In small town Alaska, a news reporter recruits his ex-girlfriend - a Greenpeace volunteer - on a campaign to save a family of gray whales trapped by rapidly forming ice in the Arctic Circle.",Ken Kwapis,"Drew Barrymore,John Krasinski,John Pingayak,Ahmaogak Sweeney",
The Innkeepers (2011),tt1594562,101,64,Horror,2,2012,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",Ti West,"Sara Paxton,Pat Healy,Kelly McGillis,Alison Bartlett",
Kill List (2011),tt1788391,95,67,"Crime,Horror,Thriller",2,2012,"Nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. What starts off as an easy task soon unravels, sending the killer into the heart of darkness.",Ben Wheatley,"Neil Maskell,MyAnna Buring,Harry Simpson,Michael Smiley",
W.E. (2011),tt1536048,119,37,"Drama,History,Romance",2,2012,"The affair between King Edward VIII and American divorcée Wallis Simpson, and a contemporary romance between a married woman and a Russian security guard.",Madonna,"Abbie Cornish,James D'Arcy,Andrea Riseborough,Oscar Isaac",
Windfall (2010),tt1581829,83,65,"Documentary,Drama",2,2012,Wind power... It's green... It's good... Or is it? Windfall exposes the dark side of wind energy development when the residents of a rural upstate New York town consider going green.,Laura Israel,"Scott Alexander,Frank Bachler,Ron Bailey,Sue Bailey",
Safe House (2012),tt1599348,115,52,"Action,Crime,Mystery,Thriller",2,2012,"A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.",Daniel Espinosa,"Denzel Washington,Ryan Reynolds,Robert Patrick,Vera Farmiga",
Journey 2: The Mysterious Island (2012),tt1397514,94,41,"Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",2,2012,"Sean Anderson partners with his mom's husband on a mission to find his grandfather, who is thought to be missing on a mythical island.",Brad Peyton,"Josh Hutcherson,Dwayne Johnson,Michael Caine,Luis Guzmán",
The Vow (2012),tt1606389,104,43,"Drama,Romance",2,2012,"A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.",Michael Sucsy,"Rachel McAdams,Channing Tatum,Sam Neill,Jessica Lange",
Star Wars: Episode I - The Phantom Menace (1999),tt0120915,136,51,"Action,Adventure,Fantasy,Sci-Fi",2,2012,"Two Jedi Knights escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to reclaim their old glory.",George Lucas,"Ewan McGregor,Liam Neeson,Natalie Portman,Jake Lloyd",
Rampart (2011),tt1640548,108,70,"Crime,Drama",2,2012,"Set in 1999 Los Angeles, veteran police officer Dave Brown, the last of the renegade cops, works to take care of his family, and struggles for his own survival.",Oren Moverman,"Woody Harrelson,Ben Foster,Sigourney Weaver,Jon Bernthal",70209638
In Darkness (2011),tt1417075,145,74,"Drama,War",2,2012,A dramatization of one man's rescue of Jewish refugees in the Nazi-occupied Polish city of Lvov.,Agnieszka Holland,"Robert Wieckiewicz,Benno Fürmann,Agnieszka Grochowska,Maria Schrader",
Perfect Sense (2011),tt1439572,92,55,"Drama,Romance,Sci-Fi",2,2012,A chef and a scientist fall in love as an epidemic begins to rob people of their sensory perceptions.,David Mackenzie,"Ewan McGregor,Eva Green,Lauren Tempany,Connie Nielsen",70169902
A torinói ló (2011),tt1316540,146,80,Drama,2,2012,A rural farmer is forced to confront the mortality of his faithful horse.,Béla Tarr,"János Derzsi,Erika Bók,Mihály Kormos,Lajos Kovács",
Chico & Rita (2010),tt1235830,94,76,"Animation,Music,Romance",2,2012,"Chico is a young piano player with big dreams. Rita is a beautiful singer with an extraordinary voice. Music and romantic desire unites them, but their journey - in the tradition of the Latin ballad, the bolero - brings heartache and torment.",Tono Errando,"Eman Xor Oña,Limara Meneses,Mario Guerra,Jon Adams",
Return (2011),tt1677082,97,63,Drama,2,2012,"A soldier returns to her family, friends, and old job after a tour of duty, though she finds herself struggling to find her place in her everyday life.",Liza Johnson,"Linda Cardellini,Michael Shannon,John Slattery,Talia Balsam",
Ghost Rider: Spirit of Vengeance (2011),tt1071875,96,32,"Action,Fantasy,Thriller",2,2012,"As Johnny Blaze hides out in Eastern Europe, he is called upon to stop the devil, who is trying to take human form.",Mark Neveldine,"Nicolas Cage,Ciarán Hinds,Idris Elba,Violante Placido",
This Means War (2012),tt1596350,103,31,"Action,Comedy,Romance",2,2012,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,McG,"Reese Witherspoon,Chris Pine,Tom Hardy,Til Schweiger",
Undefeated (2011),tt1860355,113,71,"Documentary,Sport",2,2012,A documentary on an underdog football team who look to reverse their fortunes with coach Bill Courtney.,Daniel Lindsay,"Bill Courtney,O.C. Brown,Montrail 'Money' Brown,Chavis Daniels",
The Secret World of Arrietty (2010),tt1568921,94,80,"Animation,Adventure,Family,Fantasy",2,2012,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their daughter, Arrietty, is discovered.",Hiromasa Yonebayashi,"Bridgit Mendler,Amy Poehler,Will Arnett,Moises Arias",
Thin Ice (2011),tt1512240,93,60,"Comedy,Crime,Drama",2,2012,A dishonest insurance salesman's life quickly disintegrates during a Wisconsin winter when he teams up with a psychopath to steal a rare violin at the home of a reclusive farmer.,Jill Sprecher,"Greg Kinnear,Billy Crudup,Alan Arkin,Lea Thompson",
On the Ice (2011),tt1663660,96,59,"Drama,Thriller",2,2012,"In Barrow, Alaska, teenagers Qalli and Aivaaq find their bond tested when a seal-hunting trip goes wrong, resulting in the death of their friend.",Andrew Okpeaha MacLean,"Josiah Patkotak,Frank Qutuq Irelan,John Miller,Teddy Kyle Smith",
Rundskop (2011),tt1821593,129,68,"Crime,Drama",2,2012,A young cattle farmer is approached by a veterinarian to make a deal with a notorious beef trader.,Michaël R. Roskam,"Matthias Schoenaerts,Jeroen Perceval,Jeanne Dandoy,Barbara Sarafian",
Michael (2011),tt1906426,96,64,"Drama,Thriller",2,2012,Five months in the life of a pedophile who keeps a 10-year-old boy locked in his basement.,Markus Schleinzer,"Michael Fuith,David Rauchenberger,Christine Kain,Ursula Strauss",
Cirkus Columbia (2010),tt1417067,113,57,"Comedy,Drama,Romance",2,2012,A story set in the former Yugoslavia and centered on a guy who returns to Herzegovina from Germany with plenty of cash and hopes for a good new life.,Danis Tanovic,"Predrag Manojlovic,Mira Furlan,Boris Ler,Jelena Stupljanin",
Wanderlust (2012),tt1655460,98,53,Comedy,2,2012,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",David Wain,"Jennifer Aniston,Paul Rudd,Malin Akerman,Justin Theroux",
Good Deeds (2012),tt1885265,110,43,"Comedy,Drama,Romance",2,2012,"Businessman Wesley Deeds is jolted out of his scripted life when he meets Lindsey, a single mother who works on the cleaning crew in his office building.",Tyler Perry,"Tyler Perry,Gabrielle Union,Thandie Newton,Eddie Cibrian",
Gone (2012),tt1838544,94,36,"Drama,Mystery,Thriller",2,2012,A woman is convinced her kidnapper has returned when her sister goes missing.,Heitor Dhalia,"Amanda Seyfried,Jennifer Carpenter,Wes Bentley,Daniel Sunjata",
Act of Valor (2012),tt1591479,110,40,"Action,Thriller,War",2,2012,An elite team of Navy SEALs embark on a covert mission to recover a kidnapped CIA agent.,Mike McCoy,"Alex Veadov,Roselyn Sanchez,Nestor Serrano,Rorke Denver",
The Forgiveness of Blood (2011),tt1787127,109,73,Drama,2,2012,"An Albanian family is torn apart by a murder, resulting in a blood feud that makes eldest son Nik a prime target and forces his sister, eldest daughter Rudina, to leave school in order to take over the family business.",Joshua Marston,"Tristan Halilaj,Sindi Lacej,Refet Abazi,Ilire Vinca Celaj",
The Fairy (2011),tt1922645,93,66,"Comedy,Drama",2,2012,A hotel clerk searches all over Le Havre for the fairy who made two of his three wishes come true before disappearing.,Dominique Abel,"Dominique Abel,Fiona Gordon,Bruno Romy,Philippe Martz",
"Tomorrow, When the War Began (2010)",tt1456941,103,54,"Action,Adventure,Drama,War",2,2012,"When their country is invaded and their families are taken, eight unlikely high school teenagers band together to fight.",Stuart Beattie,"Caitlin Stasey,Rachel Hurd-Wood,Lincoln Lewis,Deniz Akdeniz",70224751
The Lorax (2012),tt1482459,86,46,"Animation,Comedy,Family,Fantasy",3,2012,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",Chris Renaud,"Zac Efron,Taylor Swift,Danny DeVito,Ed Helms",
